draw,posterior_draw_weight,prob_tertiary,prob_secondary,probability_sum
442,0.00025734684856620194,0.9535785359703101,0.046421464029689996,1.0
443,0.00024698790536812444,0.8839908529990742,0.11600914700092571,0.9999999999999999
444,0.0002611515670351738,0.9260915645311317,0.0739084354688682,0.9999999999999999
445,0.0002533058628171064,0.9227030591859484,0.07729694081405157,1.0
446,0.00025453563456684017,0.9460684340992103,0.05393156590078982,1.0
447,0.0002786585766293253,0.9748893194380462,0.025110680561953758,1.0
448,0.00022756807827754475,0.8871468952397134,0.11285310476028661,1.0
449,0.0002427695629735678,0.8707628949615517,0.12923710503844826,1.0
450,0.0002722312551756727,0.963487782699254,0.03651221730074596,0.9999999999999999
451,0.00023302930068640283,0.8301848830196308,0.16981511698036922,1.0
452,0.0002820792548620028,0.9730577603560324,0.026942239643967587,1.0
453,0.0002494123724580647,0.8927160453682831,0.10728395463171696,1.0
454,0.00021043265455216413,0.7829762240472193,0.21702377595278066,1.0
455,0.00026413880170590394,0.9541836721775871,0.04581632782241292,1.0
456,0.0002069303904247896,0.7637792910253811,0.23622070897461894,1.0
457,0.00024904970852733586,0.8941170771734135,0.1058829228265865,1.0
458,0.00023963196637918885,0.8603266422948015,0.13967335770519845,1.0
459,0.0002577358211359498,0.9717922518399853,0.02820774816001473,1.0
460,0.00025220508918427545,0.9148462873183105,0.08515371268168952,1.0
461,0.00022903184638316175,0.8199254470748695,0.18007455292513053,1.0
462,0.000288415944206416,0.9717691925986424,0.028230807401357545,0.9999999999999999
463,0.0002185981196697779,0.7742619265133858,0.22573807348661418,1.0
464,0.0002804560757788134,0.9602629213553763,0.03973707864462371,1.0
465,0.0002136818810299814,0.7767399688906915,0.22326003110930845,1.0
466,0.00023713087673922845,0.8486569361820531,0.1513430638179469,1.0
467,0.000274898858830542,0.955732430798949,0.04426756920105106,1.0
468,0.00024239345053132013,0.8688707813106116,0.13112921868938843,1.0
469,0.00025044369513406634,0.9470713199284874,0.05292868007151261,1.0
470,0.00023066160507187157,0.825811954314797,0.17418804568520302,1.0
471,0.0002423056705636949,0.9185105382742871,0.08148946172571297,1.0
472,0.00026632193375281354,0.9377254665831021,0.062274533416897954,1.0
473,0.0002608068278485632,0.9347893660016318,0.0652106339983683,1.0
474,0.0002451641253810032,0.8898837852465172,0.11011621475348274,1.0
