μ_inc,σ_inc,μ_δ,σ_δ,k,mean_gi_si,sd_gi_si,p_pre_0,p_pre_1,p_pre_2,log_R_1,log_R_2,log_R_3,log_R_4,log_R_5,log_R_6,log_R_7,log_R_8,log_R_9,log_R_10,log_R_11,log_R_12,log_R_13
2.9720091082818993,0.34956876115218144,0.2188088757652206,0.8126334386889983,0.2249719712449366,20.98047408908804,7.529079772378931,0.393865186205577,0.06682972178664948,0.0031629405881682766,0.4939583477283418,0.3976449319697011,0.4613040606776077,0.3370461322027001,0.47119273077547935,0.28696459515072387,0.10355194681587593,0.22223369960717,0.1431027370968394,0.086018567960024,0.1545954117924614,0.08051277778787003,0.14276980117095156
3.0555438638662586,0.30945893154157045,0.2028004652322918,0.7116273968681323,1.5307361059133364,22.47693856559138,7.097064091825426,0.3878292533726791,0.045493795838418546,0.0009826030555656077,0.15264098941188686,0.7508068569765124,0.32119365367508906,1.0075947837441137,0.48543218127712684,0.572211807434555,0.2814447154662622,-1.749395114931989,-2.037257618607268,-2.3761254040812805,-3.0543338905245396,-2.885642068028634,-3.4435686450848793
3.1337500442944375,0.3528449811070369,0.2519932235870617,0.5940287499203423,0.11495026429034887,24.686585258242108,8.916870948998271,0.3357061577437213,0.01753147342838512,7.500560385732894e-5,1.0991466464908148,0.33369274040745744,0.5964405107348238,0.06364060529000759,0.4889385322702493,-0.597367880442603,-1.157481945943689,-0.4739997942480967,-0.263740892937959,-0.8947510908312053,-0.6073204778415362,-0.9705784468220418,-0.8381991972344296
3.1241943739407665,0.298446326619762,0.15870816993574732,0.5283208065381106,0.6192465360618471,23.93596382177857,7.276427415868296,0.3819355990132784,0.014146828626848195,2.1945593772566614e-5,0.8277996615147156,0.8818809799795798,0.5589703859002079,0.6131419570051629,0.7321220402888711,0.3069954721658844,-0.8906711652798918,-1.4835544180559315,-1.2926710215470583,-0.8029512327417965,-1.1143159432389318,-1.9847520825027485,-1.8616227337192393
2.9932487122335623,0.3237006994712995,0.30731730186347694,0.6748522196625232,0.22766199300330725,21.330794680111552,7.020049378472245,0.3244162895452648,0.026361031182625817,0.0003142628031881538,-0.060753833566697016,0.10838647246450196,0.18262795195778275,0.16092120480594369,0.17353158692374598,-0.2518024804424489,-0.2707424590111426,-0.24809163644192345,-0.8861255860258288,-1.5508175420113248,-2.1109953248659017,-1.6195731735961663,-1.542593662838876
3.120971072737592,0.38771201179282977,0.30790319931120924,0.4913089484479558,1.0927547839554712,24.74570957505457,9.854558091218633,0.26542803112272984,0.0038829832914339182,1.3170960027134016e-6,1.3329159649048554,0.5249764094615502,0.005540652956930625,0.6555133977616496,1.7743014038636653,0.34901548989632136,-0.21972406409376433,-2.2979310451540362,-1.4477630718235632,0.5240547630430159,-0.17694921519312756,-0.7185968561124496,-0.9599271548992596
3.083464912876051,0.3020679306645702,0.1359300925975123,0.5663964772529149,0.18964789274158333,22.98904505474986,7.086370090851421,0.4051685924752123,0.02245274031580973,8.126916697363496e-5,-0.6298137893920434,-0.2571179826157381,-0.016792716744843172,-0.45527985034380164,-0.4824645255621343,-0.6389670218496631,-0.8488364233211878,-0.7679398168847231,-1.1829630459596632,-1.8395355787818568,-1.8763434240545087,-2.01293549179623,-1.9480297348047761
3.0601369761390247,0.289915466727468,0.17074737375948015,0.6034808344941311,0.8461418304245413,22.416752888389844,6.614970362243522,0.3886123642458251,0.026190393224493822,0.0001609267626574569,2.1608913177938307,1.2426673085477802,0.5978029583081195,1.1075966162958353,1.1024822713707731,0.6372231174515779,0.16490302844187976,-0.9634336664628265,-1.5359825041349051,-1.2129234146662995,-2.6692033386025917,-2.712976560859092,-2.72634106946965
3.0523667783571797,0.2857275281433804,0.22882138826179715,0.528697087882756,0.38813470145377016,22.276049582766966,6.451985082091513,0.332579151242557,0.010056192222781837,1.2450952692389775e-5,-0.11919894393298687,0.4135446871483352,0.8892893042828066,0.911111288067688,1.168322647415427,0.9579432673654485,0.6671463626250244,0.5368454776095276,-0.04697130494780773,-0.3790008547583444,-0.8186154729378189,-1.384304225403248,-1.492368429441583
3.072212036916165,0.3458452544555699,0.24375073791090127,0.7561755583176769,0.3159702664761599,23.163902356145577,8.204789183444245,0.37359500797490275,0.0500064614263209,0.0015024549515767042,1.3437233954271606,1.0305933301987045,0.9077023656946668,0.8108693062184569,0.763335950916252,0.571650443395813,0.3811960687925676,0.05703868207280505,0.17580571427000025,0.1193261732758546,0.20603931198047265,0.4838768548429033,0.5074060414036208
3.072264199688666,0.31868069256332177,0.06142199953212858,0.4930018888357089,0.3291363021214378,22.776817070961634,7.443044113188554,0.4504249606810384,0.015660221415314833,1.4488064253143776e-5,0.04827657802639261,0.5396933602248075,0.548382549940686,0.45156603303121623,0.6082805652585975,0.23568859778740747,-0.3448830072183521,-0.2601729472149571,-0.6965672903894301,-0.7120310656457874,-0.6472229998788512,-1.092854215057554,-1.3460609880939907
3.06830367098024,0.31269292618354816,0.5476073773391594,0.5632815039063555,0.4701711178381954,23.130487533914707,7.2595740956742505,0.16548210924492834,0.0030027145052608116,3.051401526396038e-6,1.7603165666565217,0.9934372922638157,0.8688639133253531,0.9420493632205686,1.1639598803683908,0.6944762555097304,0.03816196079206624,-1.424709652348327,-1.3906921409922388,-2.1402548468353944,-2.702620070027376,-2.186326844432941,-1.6798053116622702
3.0788213409800727,0.3023125266255267,0.28037880136400867,0.7842163738169019,0.33035424874761565,23.029301101616543,7.0810107899619785,0.360348527798893,0.051267566014012604,0.0018196497278933326,-0.05326396731437131,0.5735378223353772,0.24050134634303075,-0.005472001184237442,-0.14645641107147997,-0.1852880116542064,-0.09244344222903211,-0.49248441403442383,-0.9068467754433609,-0.3891990560971068,-0.6822980174103452,-1.0693712605634016,-1.2952667755325085
3.0624751037074933,0.33035840817105844,-0.1546714871815391,0.5377102987725328,0.273779524293127,22.42485171655466,7.686392351432673,0.6131920397906669,0.05796494167053359,0.0002997653647552787,0.5449904926950451,0.1516894703236102,0.42430051432292387,0.6868333651996127,0.9310503972111768,0.6912949758183609,0.4294831857250674,0.5776894113741979,0.7864308361034772,0.34012664311814783,0.45148669767871,0.6189823763081272,0.5979674691134254
3.0285776146157373,0.3029977905166656,0.0006940943955637269,0.5326102796341976,0.2689173380264813,21.639352264840547,6.730972689434439,0.4994801010547674,0.030132582354271974,8.61895943227037e-5,0.216822504263392,-0.22494692338606848,0.3657041218713172,0.5743434189200116,0.6753764292160616,-0.009510738235915583,-0.5010115126975896,-0.6122025579267053,-0.5225461869374736,-0.881108350494161,-0.4877435387407463,-0.24922756589846579,-0.2915391052368429
3.0535582914519903,0.2985906169095452,0.4133329413575412,0.6346356885573645,0.23151707046466827,22.56995618808625,6.795693545740392,0.25742911030055987,0.012973675705181723,7.156208406002339e-5,1.170362902441349,0.8623904134453996,0.5167028106459756,0.13906869898881657,0.3568816050072853,-0.39129680603775174,-0.6066179797272284,-0.9734645216200928,-0.8032204682407764,-0.5797429978551372,-0.7696955904642244,-0.7764500429005126,-1.3621417327339773
3.0347061246692433,0.2783830135745681,-0.045353992413792295,0.5695725416910847,1.099878098718005,21.571097669434344,6.162522913873577,0.5317334863488757,0.046861801358599464,0.0002998200896617068,1.658102179338768,-0.599508696903442,0.47433491438795405,0.5813297824268209,1.44364352013449,2.3160201807804612,-0.5325618703977233,-0.9735573306750556,-0.088513977958808,-3.130195169864689,-4.664578398851844,-2.8435447775119416,-4.473217989198145
3.0767466616971184,0.3148470966021997,0.40258286453422043,0.65350563107958,0.39690202193192875,23.192335948960128,7.385802638284661,0.2689354459284816,0.015926738593927244,0.00011824961203248192,-0.08434856872405508,1.0242015715165464,0.6755645936068073,0.577583779039142,0.46748656312352355,0.12190145175400022,0.5854623035581824,0.18234523730352062,-0.7376226774000856,0.08415431307340213,0.1563704500059607,-0.5963628170386925,-0.3148278838914692
3.078501404763042,0.3247726025365714,0.041938969030276184,0.6424279450270551,0.3756642293309056,22.944300444479637,7.66554251074772,0.47397474432821335,0.05241486676359086,0.0007402686444220912,1.2409059650757375,-0.6942890494531873,-0.4202231491906703,-0.24776019201424115,0.21548684935417795,0.9482881468541351,-0.7462202800420774,-1.1867980666625335,-1.0448000250114655,-3.104688851963216,-3.383317155592322,-2.670541345248612,-3.3492329360380433
3.055349196780571,0.2862463758908788,0.3729780248695485,0.5884754481408364,0.6141094418748317,22.489339893365347,6.489387124677099,0.2631044089536052,0.009821183164137727,2.7603132920587653e-5,0.06481223930377496,1.1049872995624657,0.7325044432419611,0.8276979466771649,0.6739722790522007,-0.5950657874389307,-0.13599438312183487,-0.4984317695116231,-1.240696103558411,-0.5520561795517316,-0.9563960270251265,-1.8257722455689886,-1.3738823988821005
